,id,title,budget,revenue,revenue,release_date,imdb_id,original_language
58,99040,The Confessional,0,0.0,0.0,1995-09-29,tt0112714,fr
59,11359,The Indian in the Cupboard,45000000,0.0,0.0,1995-07-14,tt0113419,en
60,17182,Eye for an Eye,20000000,0.0,0.0,1996-01-12,tt0116260,en
61,2054,Mr. Holland's Opus,0,106269971.0,106269971.0,1995-12-29,tt0113862,en
62,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,0.0,0.0,1996-01-12,tt0116126,en
63,19760,Two If by Sea,0,0.0,0.0,1996-01-12,tt0118002,en
64,9536,Bio-Dome,15000000,0.0,0.0,1996-01-12,tt0115683,en
65,11525,Lawnmower Man 2: Beyond Cyberspace,0,2409225.0,2409225.0,1996-01-12,tt0116839,en
66,40628,Two Bits,0,0.0,0.0,1995-10-22,tt0114753,en
67,4482,French Twist,0,0.0,0.0,1995-02-08,tt0113149,fr
68,10634,Friday,3500000,28215918.0,28215918.0,1995-04-26,tt0113118,en
69,755,From Dusk Till Dawn,19000000,25836616.0,25836616.0,1996-01-19,tt0116367,en
70,11859,Fair Game,50000000,11534477.0,11534477.0,1995-11-03,tt0113010,en
71,28387,Kicking and Screaming,0,718490.0,718490.0,1995-10-06,tt0113537,en
72,48750,Les Miserables,0,0.0,0.0,1995-03-22,tt0113828,fr
73,20927,Bed of Roses,0,19030691.0,19030691.0,1996-01-26,tt0115644,en
74,36929,Big Bully,15000000,2042530.0,2042530.0,1996-01-26,tt0115676,en
75,9102,Screamers,20000000,5781885.0,5781885.0,1995-09-08,tt0114367,en
76,124626,Nico Icon,0,0.0,0.0,1995-02-18,tt0113973,en
77,27526,The Crossing Guard,0,0.0,0.0,1995-11-15,tt0112744,en
78,9623,The Juror,44000000,0.0,0.0,1996-02-02,tt0116731,en
79,46785,The White Balloon,0,0.0,0.0,1995-01-01,tt0112445,fa
80,400,Things to Do in Denver When You're Dead,8000000,529766.0,529766.0,1995-12-01,tt0114660,en
81,880,Antonia's Line,900000,0.0,0.0,1995-09-12,tt0112379,nl
82,146599,Once Upon a Time... When We Were Colored,0,0.0,0.0,1996-01-26,tt0114039,en
83,188588,Last Summer in the Hamptons,0,0.0,0.0,1995-11-22,tt0113612,en
84,8447,Angels and Insects,0,0.0,0.0,1995-09-10,tt0112365,en
85,10534,White Squall,38000000,10300000.0,10300000.0,1996-02-02,tt0118158,en
86,17414,Dunston Checks In,16000000,0.0,0.0,1996-01-12,tt0116151,en
87,13997,Black Sheep,0,32.0,32.0,1996-02-01,tt0115697,en
88,2086,Nick of Time,8169363,8175346.0,8175346.0,1995-11-22,tt0113972,en
89,61548,The Journey of August King,0,0.0,0.0,1995-09-14,tt0113490,en
90,9095,Mary Reilly,47000000,12379402.0,12379402.0,1996-02-23,tt0117002,en
91,12158,Vampire in Brooklyn,14000000,19800000.0,19800000.0,1995-10-26,tt0114825,en
92,9283,Beautiful Girls,0,0.0,0.0,1996-02-09,tt0115639,en
93,9208,Broken Arrow,50000000,150270147.0,150270147.0,1996-02-09,tt0115759,en
94,40154,A Midwinter's Tale,0,0.0,0.0,1995-12-01,tt0113403,en
95,406,La Haine,3000000,0.0,0.0,1995-05-31,tt0113247,fr
96,45549,Shopping,0,0.0,0.0,1994-12-06,tt0111173,en
97,63076,Heidi Fleiss: Hollywood Madam,0,0.0,0.0,1995-12-27,tt0113283,en
98,11062,City Hall,0,0.0,0.0,1996-02-16,tt0115907,en
99,13685,Bottle Rocket,7000000,560069.0,560069.0,1996-02-21,tt0115734,en
100,47475,Mr. Wrong,0,0.0,0.0,1996-02-16,tt0117102,en
101,2045,Unforgettable,18000000,0.0,0.0,1996-02-23,tt0118040,en
102,9614,Happy Gilmore,12000000,41205099.0,41205099.0,1996-02-16,tt0116483,en
103,688,The Bridges of Madison County,24000000,182016617.0,182016617.0,1995-05-28,tt0112579,en
104,11907,Nobody Loves Me,0,0.0,0.0,1994-11-07,tt0110251,de
105,10874,Muppet Treasure Island,0,34327391.0,34327391.0,1996-02-16,tt0117110,en
106,89333,Catwalk,0,0.0,0.0,1995-12-08,tt0112646,en
107,96357,Headless Body in Topless Bar,0,0.0,0.0,1995-05-20,tt0113276,en
108,197,Braveheart,72000000,210000000.0,210000000.0,1995-05-24,tt0112573,en
109,103,Taxi Driver,1300000,28262574.0,28262574.0,1976-02-07,tt0075314,en
110,33542,Rumble in the Bronx,7500000,32392047.0,32392047.0,1995-01-30,tt0113326,cn
111,43566,Before and After,35000000,0.0,0.0,1996-02-23,tt0115645,en
112,71754,Margaret's Museum,0,0.0,0.0,1995-09-13,tt0113774,en
113,43612,Happiness Is in the Field,13365000,0.0,0.0,1995-01-31,tt0112556,en
114,51352,Anne Frank Remembered,0,1.0,1.0,1995-06-08,tt0112373,en
115,16934,The Young Poisoner's Handbook,0,0.0,0.0,1995-01-20,tt0115033,en
116,10324,If Lucy Fell,0,0.0,0.0,1996-03-08,tt0116606,en
117,78406,Steal Big Steal Little,25000000,6278139.0,6278139.0,1995-09-29,tt0114536,en
118,55731,Race the Sun,0,0.0,0.0,1996-03-22,tt0117427,en
119,32119,The Boys of St. Vincent,0,0.0,0.0,1992-12-06,tt0106473,en
120,11066,Boomerang,40000000,70100000.0,70100000.0,1992-06-30,tt0103859,en
121,11104,Chungking Express,0,0.0,0.0,1994-07-14,tt0109424,cn
122,37975,The Star Maker,0,0.0,0.0,1995-09-21,tt0114808,it
123,2074,Flirting with Disaster,7000000,14702438.0,14702438.0,1996-03-22,tt0116324,en
124,27793,The Neverending Story III: Escape from Fantasia,17000000,0.0,0.0,1994-10-26,tt0110647,en
125,44284,The Silences of the Palace,0,0.0,0.0,1994-09-30,tt0111055,ar
126,290157,Jupiter's Wife,0,0.0,0.0,1995-01-01,tt0110217,en
127,110972,Pie in the Sky,0,0.0,0.0,1996-02-09,tt0114131,en
128,32622,Angela,0,0.0,0.0,1995-01-01,tt0112364,en
129,73067,Frankie Starlight,0,0.0,0.0,1995-11-22,tt0113107,it
130,11863,Jade,50000000,9851610.0,9851610.0,1995-10-13,tt0113451,en
131,55475,Nueba Yol,0,0.0,0.0,1995-08-16,tt0114015,es
132,124636,Sonic Outlaws,0,0.0,0.0,1995-08-01,tt0114500,en
133,9101,Down Periscope,0,0.0,0.0,1996-03-01,tt0116130,en
134,123360,From the Journals of Jean Seberg,0,0.0,0.0,1995-09-08,tt0113125,en
135,5757,Man of the Year,0,209935.0,209935.0,1995-09-15,tt0113756,en
136,39428,The Neon Bible,0,0.0,0.0,1995-08-23,tt0113952,en
137,124639,Target,0,0.0,0.0,1995-08-01,tt0114618,en
138,9302,Up Close & Personal,60000000,0.0,0.0,1996-03-01,tt0118055,en
139,11000,The Birdcage,31000000,185260553.0,185260553.0,1996-03-08,tt0115685,en
140,249882,Virgin Mary,0,0.0,0.0,1995-10-12,tt0113200,en
141,16388,The Brothers McMullen,0,0.0,0.0,1995-08-09,tt0112585,en
142,9737,Bad Boys,19000000,141407024.0,141407024.0,1995-04-07,tt0112442,en
143,30765,The Amazing Panda Adventure,0,0.0,0.0,1995-08-25,tt0112342,en
144,10474,The Basketball Diaries,0,0.0,0.0,1995-04-21,tt0112461,en
145,22279,An Awfully Big Adventure,4000000,851545.0,851545.0,1995-07-21,tt0112427,en
146,30157,Amateur,0,0.0,0.0,1994-08-05,tt0109093,en
147,568,Apollo 13,52000000,355237933.0,355237933.0,1995-06-30,tt0112384,en
148,11780,Rob Roy,28000000,31596911.0,31596911.0,1995-04-13,tt0114287,en
149,34996,The Addiction,0,0.0,0.0,1995-01-10,tt0112288,en
150,414,Batman Forever,100000000,336529144.0,336529144.0,1995-06-16,tt0112462,en
151,649,Belle de Jour,0,0.0,0.0,1967-05-24,tt0061395,fr
152,1873,Beyond Rangoon,0,0.0,0.0,1995-05-24,tt0112495,en
153,5894,Blue in the Face,2000000,1275000.0,1275000.0,1995-09-15,tt0112541,en
154,1775,Canadian Bacon,11000000,178104.0,178104.0,1995-06-08,tt0109370,en
155,8839,Casper,50000000,287928194.0,287928194.0,1995-05-26,tt0112642,en
156,20649,Clockers,25000000,13071518.0,13071518.0,1995-09-15,tt0112688,en
157,10329,Congo,50000000,152022101.0,152022101.0,1995-06-09,tt0112715,en
158,8963,Crimson Tide,53000000,157387195.0,157387195.0,1995-05-12,tt0112740,en
159,26564,Crumb,0,3174695.0,3174695.0,1994-09-10,tt0109508,en
160,8068,Desperado,7000000,25405445.0,25405445.0,1995-08-25,tt0112851,en
161,8512,Devil in a Blue Dress,27000000,16140822.0,16140822.0,1995-09-15,tt0112857,en
162,1572,Die Hard: With a Vengeance,90000000,366101666.0,366101666.0,1995-05-19,tt0112864,en
163,13552,The Doom Generation,0,0.0,0.0,1995-10-27,tt0112887,en
164,259209,Feast of July,0,0.0,0.0,1995-10-12,tt0113044,en
165,6520,First Knight,55000000,127600435.0,127600435.0,1995-07-07,tt0113071,en
166,9073,Free Willy 2 - The Adventure Home,0,0.0,0.0,1995-07-19,tt0113114,en
167,10428,Hackers,20000000,7563728.0,7563728.0,1995-09-14,tt0113243,en
168,17447,Jeffrey,0,0.0,0.0,1995-08-18,tt0113464,en
169,9886,Johnny Mnemonic,25000000,19075720.0,19075720.0,1995-05-26,tt0113481,en
170,9482,Judge Dredd,90000000,113493481.0,113493481.0,1995-06-30,tt0113492,en
171,19326,Jury Duty,0,17014653.0,17014653.0,1995-04-12,tt0113500,en
172,9344,Kids,1500000,7412216.0,7412216.0,1995-07-28,tt0113540,en
173,9071,Living in Oblivion,500000,1148752.0,1148752.0,1995-01-20,tt0113677,en
174,8973,Lord of Illusions,0,0.0,0.0,1995-08-25,tt0113690,en
175,15730,Love & Human Remains,0,0.0,0.0,1993-05-20,tt0107447,en
176,47608,Mad Love,0,15453274.0,15453274.0,1995-05-26,tt0113729,en
177,2293,Mallrats,6000000,2122561.0,2122561.0,1995-10-20,tt0113749,en
178,9070,Mighty Morphin Power Rangers: The Movie,15000000,66000000.0,66000000.0,1995-06-30,tt0113820,en
179,68274,Moonlight and Valentino,0,0.0,0.0,1995-09-29,tt0113851,en
180,48787,Mute Witness,2,1.0,1.0,1995-09-28,tt0110604,en
181,34574,Nadja,0,0.0,0.0,1994-09-13,tt0110620,en
182,1642,The Net,22000000,110627965.0,110627965.0,1995-07-28,tt0113957,en
183,11472,Nine Months,0,69660733.0,69660733.0,1995-07-12,tt0113986,en
184,36196,Party Girl,150000,472370.0,472370.0,1995-06-09,tt0114095,en
185,11980,The Prophecy,8,16.0,16.0,1995-09-01,tt0114194,en
186,58372,Reckless,0,0.0,0.0,1995-11-17,tt0114241,en
187,32646,Safe,0,0.0,0.0,1995-06-23,tt0114323,en
188,10533,The Scarlet Letter,50000000,10382407.0,10382407.0,1995-10-13,tt0114345,en
189,56088,The Show,0,0.0,0.0,1995-08-25,tt0114435,en
190,10802,Showgirls,45000000,20350754.0,20350754.0,1995-09-22,tt0114436,en
191,10149,Smoke,7000000,8349430.0,8349430.0,1995-06-09,tt0114478,en
192,18402,Something to Talk About,0,50892160.0,50892160.0,1995-08-04,tt0114496,en
193,9348,Species,35000000,113374103.0,113374103.0,1995-07-07,tt0114508,en
194,139408,The Stars Fell on Henrietta,0,0.0,0.0,1995-09-15,tt0114534,en
195,281,Strange Days,42000000,7959291.0,7959291.0,1995-10-13,tt0114558,en
196,5967,The Umbrellas of Cherbourg,0,0.0,0.0,1964-02-19,tt0058450,fr
197,79593,The Tie That Binds,14000000,5780000.0,5780000.0,1995-09-08,tt0114666,en
198,47939,Three Wishes,0,7025496.0,7025496.0,1995-10-27,tt0114663,en
199,36834,Total Eclipse,0,339889.0,339889.0,1995-11-02,tt0114702,en
200,9090,"To Wong Foo, Thanks for Everything! Julie Newmar",0,47774193.0,47774193.0,1995-09-07,tt0114682,en
201,3512,Under Siege 2: Dark Territory,60000000,104324083.0,104324083.0,1995-07-13,tt0114781,en
202,52856,Unstrung Heroes,0,0.0,0.0,1995-09-15,tt0114798,en
203,77350,Unzipped,0,0.0,0.0,1995-08-11,tt0114805,en
204,9560,A Walk in the Clouds,20000000,50012507.0,50012507.0,1995-08-11,tt0114887,en
205,9804,Waterworld,175000000,264218220.0,264218220.0,1995-07-28,tt0114898,en
206,31611,White Man's Burden,8000000,0.0,0.0,1995-12-01,tt0114928,en
207,65796,Wild Bill,30000000,0.0,0.0,1995-12-01,tt0114938,en
208,49805,The Browning Version,0,0.0,0.0,1994-10-12,tt0109340,en
209,26258,Bushwhacked,0,0.0,0.0,1995-08-04,tt0112602,en
210,50797,Burnt by the Sun,2800000,2616503.0,2616503.0,1994-05-01,tt0111579,ru
211,19155,Before the Rain,0,763847.0,763847.0,1994-06-09,tt0110882,en
212,76,Before Sunrise,2500000,5535405.0,5535405.0,1995-01-27,tt0112471,en
213,11017,Billy Madison,10000000,26488734.0,26488734.0,1995-02-10,tt0112508,en
214,37141,The Babysitter,0,0.0,0.0,1995-10-17,tt0112438,en
215,9382,Boys on the Side,21000000,23450000.0,23450000.0,1995-02-03,tt0112571,en
216,6715,The Cure,0,0.0,0.0,1995-04-21,tt0112757,en
217,18256,Castle Freak,0,0.0,0.0,1995-08-04,tt0112643,en
218,22625,Circle of Friends,0,0.0,0.0,1995-03-16,tt0112679,en
219,2292,Clerks,27000,3151130.0,3151130.0,1994-09-13,tt0109445,en
220,1909,Don Juan DeMarco,25000000,22200000.0,22200000.0,1994-10-01,tt0112883,en
221,8984,Disclosure,55000000,214015089.0,214015089.0,1994-12-09,tt0109635,en
222,61813,Dream Man,0,0.0,0.0,1995-01-01,tt0112899,en
223,4954,Drop Zone,45000000,0.0,0.0,1994-12-08,tt0109676,en
224,62488,Destiny Turns on the Radio,0,0.0,0.0,1995-04-28,tt0112854,it
225,10531,Death and the Maiden,0,0.0,0.0,1994-05-04,tt0109579,en
226,11929,Dolores Claiborne,0,0.0,0.0,1995-03-24,tt0109642,en
227,8467,Dumb and Dumber,16000000,247275374.0,247275374.0,1994-12-16,tt0109686,en
228,10451,Eat Drink Man Woman,0,7294403.0,7294403.0,1994-08-03,tt0111797,zh
229,20156,Exotica,0,0.0,0.0,1994-09-24,tt0109759,en
230,18395,Exit to Eden,0,6841570.0,6841570.0,1994-10-14,tt0109758,en
231,522,Ed Wood,18000000,5887457.0,5887457.0,1994-09-27,tt0109707,en
232,397,French Kiss,0,0.0,0.0,1995-05-05,tt0113117,en
233,10525,Forget Paris,0,0.0,0.0,1995-05-19,tt0113097,en
234,27985,Far from Home: The Adventures of Yellow Dog,0,0.0,0.0,1995-01-13,tt0113028,en
235,15789,A Goofy Movie,0,35348597.0,35348597.0,1995-04-07,tt0113198,en
236,27303,Hideaway,15000000,12201255.0,12201255.0,1995-03-03,tt0113303,en
237,21183,Fluke,0,0.0,0.0,1995-06-02,tt0113089,en
238,10954,Farinelli,0,0.0,0.0,1994-12-07,tt0109771,fr
239,47867,Gordy,0,3992809.0,3992809.0,1995-05-12,tt0113199,en
240,43475,Gumby: The Movie,0,0.0,0.0,1995-12-01,tt0113234,en
241,72031,The Glass Shield,0,0.0,0.0,1994-09-16,tt0109906,en
242,14275,Hoop Dreams,700000,7830611.0,7830611.0,1994-09-12,tt0110057,en
243,1024,Heavenly Creatures,5000000,3049135.0,3049135.0,1994-09-02,tt0110005,en
244,17207,Houseguest,10500000,26325256.0,26325256.0,1995-01-06,tt0110066,en
245,13701,Immortal Beloved,120,0.0,0.0,1994-12-16,tt0110116,en
246,14819,Heavyweights,0,17689177.0,17689177.0,1995-02-17,tt0110006,en
247,32631,The Hunted,0,0.0,0.0,1995-02-24,tt0113360,en
248,11777,I.Q.,25000000,0.0,0.0,1994-12-24,tt0110099,en
249,628,Interview with the Vampire,60000000,223664608.0,223664608.0,1994-11-11,tt0110148,en
250,87729,Jefferson in Paris,14000000,2474000.0,2474000.0,1995-03-31,tt0113463,en
251,18713,The Jerky Boys,0,0.0,0.0,1995-02-03,tt0110189,en
252,6280,Junior,60000000,37000000.0,37000000.0,1994-11-22,tt0110216,en
253,9061,Just Cause,0,0.0,0.0,1995-02-17,tt0113501,en
254,37108,A Kid in King Arthur's Court,0,0.0,0.0,1995-08-11,tt0113538,en
255,6071,Kiss of Death,40000000,0.0,0.0,1995-04-21,tt0113552,en
256,11,Star Wars,11000000,775398007.0,775398007.0,1977-05-25,tt0076759,en
257,9587,Little Women,18000000,0.0,0.0,1994-12-21,tt0110367,en
258,19101,A Little Princess,17000000,0.0,0.0,1995-05-10,tt0113670,en
259,49980,Ladybird Ladybird,0,0.0,0.0,1994-02-18,tt0110296,en
260,17961,L'Enfer,10000000,0.0,0.0,1994-02-16,tt0109731,fr
261,18183,Like Water for Chocolate,2000000,21665468.0,21665468.0,1992-04-16,tt0103994,es
262,4476,Legends of the Fall,30000000,160638883.0,160638883.0,1994-12-16,tt0110322,en
263,11008,Major Payne,0,0.0,0.0,1995-03-24,tt0110443,en
264,47504,Little Odessa,0,0.0,0.0,1994-10-27,tt0110365,en
265,32325,Mi Vida Loca,0,0.0,0.0,1994-06-08,tt0107566,en
266,43742,Love Affair,60000000,0.0,0.0,1994-10-21,tt0110391,en
267,28313,Losing Isaiah,17000000,7603766.0,7603766.0,1995-03-17,tt0113691,en
268,11318,The Madness of King George,0,0.0,0.0,1994-12-28,tt0110428,en
269,3036,Mary Shelley's Frankenstein,45000000,112006296.0,112006296.0,1994-11-04,tt0109836,en
270,40490,Man of the House,0,0.0,0.0,1995-03-03,tt0113755,en
271,24070,Mixed Nuts,15000000,0.0,0.0,1994-12-21,tt0110538,en
272,8986,Milk Money,0,18137661.0,18137661.0,1994-08-31,tt0110516,en
273,10510,Miracle on 34th Street,0,46264384.0,46264384.0,1994-11-18,tt0110527,en
274,17402,Miami Rhapsody,6,5.0,5.0,1995-01-27,tt0113808,en
275,38722,My Family,5500000,0.0,0.0,1995-05-03,tt0113896,en
276,8438,Murder in the First,0,17381942.0,17381942.0,1995-01-20,tt0113870,en
277,11593,Nobody's Fool,0,0.0,0.0,1994-12-23,tt0110684,en
278,1945,Nell,31000000,106683817.0,106683817.0,1994-12-23,tt0110638,en
279,39310,New Jersey Drive,0,0.0,0.0,1995-04-19,tt0113967,en
280,109560,New York Cop,0,0.0,0.0,1993-08-14,tt0117169,en
281,56428,Beyond Bedlam,4800000,0.0,0.0,1994-04-22,tt0106402,en
282,63105,Nemesis 2 - Nebula,0,0.0,0.0,1995-09-26,tt0113948,en
283,131957,Nina Takes a Lover,0,0.0,0.0,1995-03-03,tt0110671,en
284,241,Natural Born Killers,34000000,50282766.0,50282766.0,1994-08-25,tt0110632,en
285,9058,Only You,0,0.0,0.0,1994-09-17,tt0110737,en
286,527,Once Were Warriors,0,2201126.0,2201126.0,1994-09-02,tt0110729,en
287,18220,Poison Ivy II: Lily,0,0.0,0.0,1996-01-16,tt0114151,en
288,6950,Outbreak,50000000,189859560.0,189859560.0,1995-03-10,tt0114069,en
289,101,Leon: The Professional,16000000,45284974.0,45284974.0,1994-09-14,tt0110413,fr
290,63020,The Perez Family,11000000,2832826.0,2832826.0,1995-05-12,tt0114113,en
291,2307,A Pyromaniac's Love Story,0,0.0,0.0,1995-04-28,tt0114210,en
292,680,Pulp Fiction,8000000,213928762.0,213928762.0,1994-09-10,tt0110912,en
293,41478,Panther,0,6834525.0,6834525.0,1995-11-10,tt0114084,en
294,25296,Pushing Hands,400000,152322.0,152322.0,1992-02-01,tt0105652,zh
295,40156,Priest,0,4176932.0,4176932.0,1994-01-01,tt0110889,en
296,11450,Quiz Show,0,0.0,0.0,1994-09-16,tt0110932,en
297,30304,Picture Bride,0,0.0,0.0,1995-05-05,tt0114129,en
298,10452,Queen Margot,0,0.0,0.0,1994-05-13,tt0110963,fr
299,12106,The Quick and the Dead,32000000,18552460.0,18552460.0,1995-02-09,tt0114214,en
300,161495,Roommates,22000000,12400000.0,12400000.0,1995-03-01,tt0114296,sv
301,3586,Prêt-à-Porter,15000000,11300653.0,11300653.0,1994-12-23,tt0110907,en
302,110,Three Colors: Red,0,0.0,0.0,1994-05-27,tt0111495,fr
303,108,Three Colors: Blue,0,0.0,0.0,1993-01-10,tt0108394,fr
304,109,Three Colors: White,0,0.0,0.0,1994-01-26,tt0111507,fr
305,159185,"Red Firecracker, Green Firecracker",0,0.0,0.0,1994-10-14,tt0110769,zh
306,36357,Rent-a-Kid,0,0.0,0.0,1995-01-01,tt0114268,en
307,92769,Relative Fear,0,0.0,0.0,1995-10-03,tt0110965,en
308,28033,Stuart Saves His Family,0,0.0,0.0,1995-04-12,tt0114571,en
309,22586,The Swan Princess,35000000,9771658.0,9771658.0,1994-11-18,tt0111333,en
310,14334,The Secret of Roan Inish,0,0.0,0.0,1994-01-01,tt0111112,en
311,2636,The Specialist,45000000,170362582.0,170362582.0,1994-10-07,tt0111255,en
312,2164,Stargate,55000000,196567262.0,196567262.0,1994-10-27,tt0111282,en
313,11395,The Santa Clause,22000000,189833357.0,189833357.0,1994-11-10,tt0111070,en
314,278,The Shawshank Redemption,25000000,28341469.0,28341469.0,1994-09-23,tt0111161,en
315,9905,Shallow Grave,0,0.0,0.0,1994-12-22,tt0111149,en
316,87078,Suture,0,102780.0,102780.0,1993-09-14,tt0108260,en
317,12527,Strawberry and Chocolate,0,0.0,0.0,1993-01-01,tt0106966,es
318,20306,Swimming with Sharks,0,0.0,0.0,1994-09-10,tt0114594,en
319,36614,The Sum of Us,32,0.0,0.0,1994-07-12,tt0111309,en
320,27993,Senior Trip,0,0.0,0.0,1995-09-08,tt0113936,en
321,31439,To Live,0,0.0,0.0,1994-06-30,tt0110081,zh
322,9067,Tank Girl,25000000,4064495.0,4064495.0,1995-03-31,tt0114614,en
323,9059,Tales from the Crypt: Demon Knight,0,0.0,0.0,1995-01-13,tt0114608,en
324,193,Star Trek: Generations,38000000,120000000.0,120000000.0,1994-11-17,tt0111280,en
325,25066,Tales from the Hood,6000000,12000000.0,12000000.0,1995-05-24,tt0114609,en
326,46797,Tom & Viv,0,0.0,0.0,1994-04-15,tt0111454,en
327,12122,Village of the Damned,0,0.0,0.0,1995-04-28,tt0114852,en
328,11381,Tommy Boy,0,32648673.0,32648673.0,1995-03-31,tt0114694,en
329,32636,Vanya on 42nd Street,0,0.0,0.0,1994-09-13,tt0111590,en
330,36141,The Underneath,6500000,0.0,0.0,1995-04-28,tt0114788,en
331,95963,The Walking Dead,0,0.0,0.0,1995-02-24,tt0114888,en
332,1587,What's Eating Gilbert Grape,11000000,10032765.0,10032765.0,1993-12-17,tt0108550,en
333,9271,Virtuosity,30000000,24048000.0,24048000.0,1995-08-04,tt0114857,en
334,2064,While You Were Sleeping,17000000,182057016.0,182057016.0,1995-04-21,tt0114924,en
335,19855,The War,0,0.0,0.0,1994-11-04,tt0111667,en
336,60855,Double Happiness,0,759393.0,759393.0,1994-09-07,tt0109655,en
337,236,Muriel's Wedding,3000000,15119639.0,15119639.0,1994-09-29,tt0110598,en
338,48287,The Baby-Sitters Club,0,0.0,0.0,1995-08-18,tt0112435,en
